users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
23607,High,27,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
26266,High,18,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2965,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
3514,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
29315,High,23,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
174089,High,35,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15995,Low,6,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
8628,Medium,15,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
5431,Low,11,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
42264,High,28,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
31520,Medium,25,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
181732,High,44,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14399,Low,9,Weekly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
136969,High,30,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40162,High,17,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
66664,High,26,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4907,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
48245,High,17,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
192,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
79057,High,44,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
120972,High,39,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42293,Medium,28,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2257,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
16362,Medium,15,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
16976,Medium,13,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
82605,High,41,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2742,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
3189,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
3697,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
2370,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
15068,Medium,8,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
5722,Medium,13,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
38896,Medium,27,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3052,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
3048,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
43671,Medium,18,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
28428,High,19,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
4363,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1353,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
45275,Medium,18,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
156506,High,33,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42744,Medium,20,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
41958,High,23,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
1338,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
4648,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
25751,High,27,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
163243,High,43,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
27804,High,19,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
199055,High,33,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13187,Low,8,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
4226,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
7470,Medium,10,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
19975,Medium,12,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
105238,High,45,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
59974,High,34,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48434,High,16,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
27229,Medium,23,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
14628,Medium,14,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
179748,High,43,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
130693,High,29,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
33897,Medium,18,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
8059,Low,7,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
19751,Medium,12,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
194817,High,32,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4877,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
2366,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
178221,High,32,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13384,Medium,12,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
4012,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
194092,High,35,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14269,Medium,6,Weekly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
1831,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
123892,High,21,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9770,Low,13,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
85615,High,42,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
100133,High,33,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2750,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
8396,Low,12,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
47172,Medium,16,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
61262,High,24,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15787,Low,12,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
96278,High,22,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
138232,High,44,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1324,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
14649,Low,13,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
150244,High,48,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1004,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
30976,High,20,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
24187,High,16,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
42019,High,16,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
4018,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
2341,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
1204,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
22520,High,25,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
4174,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
14690,Low,9,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
150408,High,45,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2488,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
172506,High,38,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
110538,High,27,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15766,Low,12,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2228,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
26427,Medium,17,Daily,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
56526,High,35,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
162204,High,35,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40382,Medium,28,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2512,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
9067,Medium,12,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
4503,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1167,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
136569,High,28,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
115359,High,22,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19974,Medium,15,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
37951,High,19,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
15021,Low,15,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
26287,High,22,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
10790,Medium,12,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
35722,High,23,Weekly,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
77808,High,37,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9330,Medium,12,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
13590,Low,15,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
118630,High,43,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
64883,High,26,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
46440,Medium,25,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
6994,Low,14,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
53036,High,35,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24933,Medium,19,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
143092,High,26,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10202,Low,8,Monthly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
133679,High,34,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
21528,High,30,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
2481,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
29912,Medium,17,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
16562,Low,14,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
6449,Low,15,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
35991,Medium,17,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
5986,Medium,10,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
94474,High,39,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
136131,High,41,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4182,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
3790,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
4305,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
22642,High,22,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1314,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
6825,Low,11,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4103,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
802,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
17526,Medium,15,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
3947,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
160614,High,28,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9250,Medium,10,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
17853,Low,6,Weekly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4920,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
9591,Low,12,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
36874,Medium,20,Daily,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
162358,High,27,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3637,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
19467,Low,10,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
16868,Low,6,Monthly,6,High,Low,Containerized App,Docker Container Deployment,REST API
46183,High,25,Daily,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
10220,Low,8,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
8293,Low,8,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
19571,Low,12,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
153426,High,25,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10728,Low,9,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4044,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
40898,High,29,Daily,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
16214,Medium,15,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
26441,High,24,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
33273,Medium,27,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
28296,High,27,Daily,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
638,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
28001,High,26,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
458,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
14126,Medium,11,Monthly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
4207,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
105619,High,49,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
126004,High,26,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18644,Medium,12,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
3386,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
18887,Low,8,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2773,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
4540,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
149806,High,39,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15581,Low,13,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
4113,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
194441,High,24,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5150,Low,11,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
8459,Medium,6,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
7497,Medium,7,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
332,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
41795,Medium,25,Weekly,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
48963,High,29,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
611,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
7744,Low,12,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
3283,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
24610,Medium,24,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
27940,High,21,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
25055,Medium,29,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
11902,Medium,9,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
45512,Medium,23,Daily,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
5242,Low,7,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
2286,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
114685,High,50,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42061,High,23,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1607,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
28382,Medium,25,Weekly,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
142826,High,48,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
38426,High,30,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
110764,High,40,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
101108,High,31,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1200,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
11095,Medium,12,Monthly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
20299,High,23,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
5316,Medium,13,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
68631,High,31,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
161123,High,32,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19674,Low,15,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
46347,High,18,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
172302,High,41,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
31337,Medium,20,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
14334,Low,8,Weekly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
131198,High,20,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3850,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
46412,High,16,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
11137,Low,14,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
148238,High,47,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35510,High,29,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
18536,Low,9,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
6942,Medium,13,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
36202,Medium,23,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
171860,High,30,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
30439,High,22,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
7762,Low,8,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
86370,High,41,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
11673,Low,14,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
47013,Medium,28,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
4483,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
1540,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
118830,High,30,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
58653,High,40,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
50760,High,38,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
183410,High,45,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1743,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
94499,High,28,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
30752,High,25,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2396,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
49071,High,28,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
15273,Medium,9,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
1331,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
44914,Medium,16,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
31151,High,27,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
4258,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
49507,Medium,19,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
6081,Medium,7,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
117520,High,46,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1010,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
83793,High,28,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19599,Medium,14,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
4583,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
152417,High,30,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
187399,High,38,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
172495,High,28,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
79765,High,38,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
839,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
6672,Low,8,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
43896,High,25,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1623,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
42224,Medium,18,Weekly,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
35097,High,28,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
9892,Medium,15,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
55401,High,28,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9054,Medium,7,Monthly,6,High,Low,Containerized App,Docker Container Deployment,REST API
6982,Medium,8,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
8144,Low,14,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
3964,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
116406,High,40,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
17121,Low,9,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
128607,High,48,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
162629,High,29,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24646,Medium,27,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
43234,High,22,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2376,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
3081,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
61297,High,29,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
20062,High,16,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
43957,Medium,19,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2379,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
195082,High,28,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13316,Medium,13,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
155743,High,29,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3158,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
98128,High,27,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18279,Low,9,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
44692,High,29,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
18172,Medium,15,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
18679,Low,14,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
45440,High,24,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
1771,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
39287,Medium,16,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
